Gss year for this respondent                       ,Respondent id number,Labor force status,Number of hours worked last week,Number of hours usually work a week,Ever work as long as one year,R self-emp or works for somebody,Rs census occupation code (1980),Rs industry code   (1980),Rs census occupation code (2010),Number of children,Age of respondent,Highest year of school completed,Rs highest degree,Respondents sex,Race of respondent,Was r born in this country,Number of persons in household,How many in family earned money,Total family income,Respondents income,Total family income,Respondents income,Health -- version y,General happiness,Condition of health,Is life exciting or dull,To work hard,Weeks r. worked last year,Was r's work part-time or full-time?,Satisfaction with financial situation,Opinion of family income,Ever unemployed in last ten yrs,Opinion of how people get ahead,Rs living standard compared to parents,Work arrangement at main job,Time at current job,Usual work schedule,Days per month r work extra hours,How often r works at home,Usual reason r work at home,R has job other than main,Job requires r to learn new things,Job requires r to work fast,R does numerous things on job,R has too much work to do well,R knows what's expected on job,Job allows r use of skills,R proud to work for employer,A lot of freedom to decide how to do job,The job security is good,How fair is what r earn on the job,Income alone is enough,Rs health in general,Days of poor physical health past 30 days,Days of poor mental health past 30 days,Days of activity limitation past 30 days,How often during past month r felt used up,R had back pain in the past 12 months,Trouble sleeping last 12 months,Job satisfaction in general,R work for whom,How often does r find work stressful,Internet access in r's home,The highest degree r have earned,R preference re: work hrs and money,Rs job is secure,Rs income is high,R has opportunity to advance,Rs job is interesting,R can work independently,R helps others in job,Rs job is useful to society,How often does work exhaust r,Which job would you prefer               ,I am proud of the type of work i do,Have you ever had a paid job for 1 year or+,Is r us citizen,Does r own or rent home?,Number in family of r,Respondent socioeconomic index,Year of birth,Ballot used for interview,Occupation code based on o*net,R's socioeconomic index (2010),Respondents income,Stress at work in past 2 wks,I see myself as successful,I am meeting my current goals,Use internet/apps more than occassionally,Use internet/apps from phone or tablet,Used internet/apps yesterday,Use twitter,Use facebook,Use instagrm,Use linkedin,Use snapchat,Use tumblr,Use whatsapp,Use googlesn,Use pinterst,Use flickr,Use vine,Use clssmtes,Minutes of internet use on weekdays,Hours of internet use on weekdays,Minutes of internet use on weekends,Hours of internet use on weekends,How are you paid,How many hrs/week do you usually work,Most hrs/week worked in past month,Fewest hrs/week worked in past month,How much time felt depressed in past wk,How much time sleep was restless in past wk,How much time felt happy in past wk,How much time felt lonely in past wk,How much time felt sad in past wk,Importance of flexible hrs. at work,Importance of personal contact at work,How often do you work from home,Do you work weekends,How are your working hours decided,What is your working schedule,I would change my work for something different,Did you work multiple jobs in past yr,How much earned from additional jobs in past yr,Job satisfaction,Type of structure in which the respondent lives
2016,502,School,Not applicable,Not applicable,Yes,Someone else,Not applicable,Not applicable,Computer support specialists,0,22,15,Junior college,Male,White,Yes,1,1,$25000 or more,$25000 or more,Not applicable,Not applicable,Too little,Not too happy,Fair,Routine,3rd important,52,Full-time,Not at all sat,Average,Yes,Luck or help,Somewhat worse,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Hardly ever,Not applicable,Not applicable,Same and same,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Hardly ever,A full time job,Disagree,Not applicable,Not applicable,Not applicable,1st person,-1,1994,Ballot c,0,64.5,$30000 to 34999,A moderate amount of stress,Slightly false,Somewhat true,Yes,Yes,"Yes, used internet yesterday",Yes,No,No,Yes,No,No,No,No,No,No,No,No,0,12,0,12,Not applicable,Not applicable,Not applicable,Not applicable,Some of the time,Some of the time,Most of the time,None or almost none of the time,None or almost none of the time,Neither important nor unimportant,Not important,Often,Always,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)","I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)",Agree,No,Not applicable,Not applicable,APARTMENT IN A PARTLY COMMERCIAL STRUCTURE
2016,503,Working parttime,17,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Waiters and waitresses,1,24,14,High school,Female,White,Yes,3,2,$15000 - 19999,$7000 to 7999,Not applicable,Not applicable,Not applicable,Pretty happy,Good,Dull,2nd important,36,Part-time,More or less,Average,Yes,Hard work,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,Same and same,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Disagree,Often,A full time job,Disagree,Not applicable,Not applicable,Not applicable,2nd person,-1,1992,Ballot c,0,19.6,$7 000 to 7 999,Not applicable,Slightly true,Somewhat true,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,No,No,No,No,No,Yes,No,No,No,0,1,30,0,By the hour,20,24,17,Some of the time,Most of the time,All or almost all of the time,Some of the time,Some of the time,Neither important nor unimportant,Neither important nor unimportant,Never,Always,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)",Strongly agree,No,Not applicable,Not applicable,"2-FAMILY HOUSE, 2 UNITS SIDE-BY-SIDE"
2016,517,Working fulltime,48,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Computer systems analysts,0,34,19,Graduate,Female,White,Yes,2,2,$25000 or more,Not applicable,Not applicable,Not applicable,Not applicable,Very happy,Excellent,Exciting,Not applicable,52,Full-time,More or less,Average,Not applicable,Hard work,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Master's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Own or is buying,2nd person,-1,1982,Ballot a,0,80.7,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,518,Working parttime,No answer,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Laborers and freight, stock, and material movers, hand",0,24,15,High school,Male,White,Yes,3,1,$15000 - 19999,$4000 to 4999,Not applicable,Not applicable,Too little,Not too happy,Good,Exciting,2nd important,52,Full-time,Satisfied,Average,No,Hard work,Somewhat worse,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Hardly ever,Not applicable,Not applicable,Same and same,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Sometimes,A part-time job,Not agree/dsagre,Not applicable,Not applicable,Not applicable,1st person,-1,1992,Ballot c,0,23.3,$4 000 to 4 999,A moderate amount of stress,Slightly true,Slightly true,Yes,Yes,"Yes, used internet yesterday",No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,0,1,30,1,No answer,No answer,No answer,No answer,None or almost none of the time,Some of the time,Most of the time,Some of the time,None or almost none of the time,Not important,Important,Never,Always,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)","I have a regular schedule or shift (daytime, evening, or night)",Agree,"Yes, during some of that period",Less than from main job,Not applicable,"2-FAMILY HOUSE, 2 UNITS ONE ABOVE THE OTHER"
2016,520,Keeping house,Not applicable,Not applicable,Yes,Someone else,Not applicable,Not applicable,"Switchboard operators, including answering service",3,34,10,High school,Female,White,Yes,5,1,$25000 or more,Not applicable,Not applicable,Not applicable,Not applicable,Not too happy,Not applicable,Not applicable,Most important,0,Not applicable,Not at all sat,Below average,Yes,Not applicable,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,1st person,-1,1982,Ballot b,0,26.8,Not applicable,Not applicable,Definitely false,Definitely false,Yes,Yes,"Yes, used internet yesterday",No,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,524,Working fulltime,70,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Lawyers,2,33,16,Graduate,Female,Other,No,2,2,Refused,Refused,Not applicable,Not applicable,Not applicable,Pretty happy,Good,Routine,Not applicable,52,Full-time,More or less,Far above average,Not applicable,Both equally,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Law,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,A u.s. citizen,Own or is buying,2nd person,-1,1983,Ballot a,0,91.1,$170000 or over,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,527,Working parttime,23,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Childcare workers,0,23,14,High school,Female,White,Yes,3,2,$25000 or more,$10000 - 14999,Not applicable,Not applicable,Not applicable,Pretty happy,Excellent,Routine,Not applicable,40,Part-time,Not at all sat,Below average,Not applicable,Luck or help,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,2nd person,-1,1993,Ballot a,0,21.8,$12500 to 14999,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,528,Working fulltime,50,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Computer occupations, all other",0,33,18,Bachelor,Male,White,Yes,2,1,Refused,Refused,Not applicable,Not applicable,Too little,Pretty happy,Fair,Routine,2nd important,52,Full-time,Satisfied,Far above average,No,Both equally,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Always,Not applicable,Not applicable,Fewer and less,Agree,Strongly agree,Strongly disagree,Neither,Agree,Neither,Agree,Often,A full time job,Agree,Not applicable,Not applicable,Not applicable,1st person,-1,1983,Ballot c,0,70.5,$170000 or over,A lot of stress,Mostly true,Slightly false,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,0,14,0,14,Salary,50,60,35,Some of the time,Most of the time,Some of the time,None or almost none of the time,Some of the time,Not important,Neither important nor unimportant,Hardly ever,Sometimes,I have a schedule where daily working times are decided at short notice by my employer,"I have a regular schedule or shift (daytime, evening, or night)",Agree,No,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,538,Keeping house,Not applicable,Not applicable,Yes,Someone else,Not applicable,Not applicable,"Office clerks, general",5,31,12,High school,Female,White,Yes,8,1,$25000 or more,Not applicable,Not applicable,Not applicable,Not applicable,Pretty happy,Good,Routine,2nd important,0,Not applicable,Satisfied,Average,No,Hard work,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,A part-time job,Not applicable,Yes,Not applicable,Not applicable,1st person,-1,1985,Ballot c,0,35.8,Not applicable,Not applicable,Slightly true,Slightly true,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,None or almost none of the time,None or almost none of the time,All or almost all of the time,None or almost none of the time,None or almost none of the time,Neither important nor unimportant,Important,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,540,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Carpenters,0,28,11,Lt high school,Male,Other,No,1,1,$25000 or more,$25000 or more,Not applicable,Not applicable,Not applicable,Pretty happy,Not applicable,Not applicable,4th important,52,Full-time,More or less,Below average,No,Not applicable,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not a u.s. citizen,Own or is buying,1st person,-1,1988,Ballot b,0,28.7,$25000 to 29999,Not applicable,Definitely true,Definitely true,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,0,1,0,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,TRAILER
2016,545,Working fulltime,35,Not applicable,Not applicable,Self-employed,Not applicable,Not applicable,Lawyers,0,27,20,Graduate,Female,Black,Yes,2,2,$20000 - 24999,Not applicable,Not applicable,Not applicable,Too little,Not too happy,Good,Exciting,3rd important,0,Not applicable,Satisfied,Average,Yes,Luck or help,Much worse,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,Same and same,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Often,A full time job,Agree,Not applicable,Not applicable,Not applicable,1st person,-1,1989,Ballot c,0,91.1,Not applicable,A moderate amount of stress,Slightly false,Slightly true,Yes,Yes,"Yes, used internet yesterday",No,No,No,No,Yes,No,No,No,Yes,No,No,No,0,3,30,1,By the hour,35,42,35,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Very important,Important,Often,Hardly ever,I have a schedule where daily working times are decided at short notice by my employer,I have a schedule where daily working times are decided at short notice by my employer,Agree,"Yes, during some of that period",Much less than from main job,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
