resp,comp,fproj,timezone,sfips,smsa,qcendiv,sstate,phtype,susr,qmarket,scregion,sdensity3,cregion,state,fips,density3,qlan,qs1,cintro,qs1a,ns1,cointro,qs2a,qs2b,ss2c,qs3,qs4,sex,q1,q2,q3,q4,q6,q7oe,q7.1,q7.2,q7.3,q7.4,q7.5,q7@,q7a,q8a,q8b,q8c,q8d,q8e,q8f,q8g,q8h,int1,int2,q9a,q9b,q9c,q9d,q9e,q9f,q10,q10a,q10b,q13,q14,q15,age,educ,schl,schl2,schl2@,rschl,rschl2,rschl2@,q17,q17@,q18a,q18b,q18c,q18d,q18e,q19,q20,q21,q22,q23a,q23b,q23c,l1,q24,q25,q25a,q26a,q26b,q26c,q26d,q26e,q26f,q26g,employ,employ2,employ2@,employ3,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40,q41,q42,q43,q44a,q44b,q44c,q44d,q44dd,q44e,q44f,q44g,q44h,q44i,q45a,q45b,q46,q47,q48,marital,lwp2,lwp3,kidsa,fam1,fam2,fixhisp,hispx,hisp2,hisp3,racecmb,race1_1,race1_2,race1_3,race1_4,racethn,hh1,hh2,hh30,relig,relig@,chr,born,attend,income,finan,health,regist,regicert,party,partyln,ideo,birthh,mothrh,fathrh,home,home2,l1a,l2,l3,qc1,qc2,qc3,isex,ihisp1,irace1_1,irace1_2,irace1_3,irace1_4,ilang,fdate,fdow,phoneuse,adults,psadjust,puadjust,wt1,weight,q46x,agegroups
40,1,4968,1,45083,43900,5,SC,0,S,3,3,3,3,SC,45083,3,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,7,0,0,0,0,WE ARE SMARTER (ELAB) IN GENERAL,1,2,1,3,2,3,4,1,2,1,2,1,2,2,2,2,2,2,0,1,4,1,0,18,3,5,0,,1,5,,4,,3,2,3,3,3,2,0,2,2,1,2,1,2,0,0,0,2,2,2,2,2,2,1,3,4,,0,0,0,0,1,0,1,0,0,0,1,4,2,3,2,2,2,2,2,2,2,0,0,0,1,2,1,2,2,6,2,0,2,1,1,1,1,1,0,3,3,0,0,0,3,1,0,0,7,,0,0,5,7,2,2,9,0,3,1,5,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,100114,5,1,1,1,2,2,0.419,1,29
42,1,4968,1,42091,37980,2,PA,1,S,1,1,4,1,PA,42091,4,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,27,0,0,0,0,lived through a time others havent experienced and they dont understand,2,4,2,3,1,2,4,3,4,2,2,2,0,0,2,2,2,1,2,0,1,1,0,80,7,0,0,,0,0,,0,,3,3,3,3,3,0,0,0,0,2,2,1,2,0,0,0,0,0,0,2,2,1,2,3,2,,0,0,0,0,1,0,2,0,0,0,1,2,1,3,1,2,2,0,1,1,2,0,0,0,2,2,0,0,2,5,2,0,2,1,1,2,2,0,2,1,1,0,0,0,1,1,0,0,1,,0,2,5,6,0,1,1,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,1,100114,5,1,1,1,2,2,1.294,0,97
43,1,4968,1,45045,24860,5,SC,1,S,3,3,3,3,SC,45045,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,1,1,1,24,33,0,0,"we have adifferent set of morals and valuesa than the current generation - we learned to appreciater things much more keenly - we had less and we learned to appreciater what we had: todaY  there are tooo many things, too many options and then peoiple don'",2,3,1,1,1,3,4,1,2,1,1,2,1,1,2,2,2,1,2,0,1,1,0,75,6,0,0,,0,0,,0,,2,2,2,2,2,1,4,2,1,1,2,1,1,2,0,0,1,1,2,1,2,1,1,2,0,,1,1,2,1,0,0,2,1,4,1,2,4,2,1,1,2,1,2,2,1,2,0,1,1,2,2,0,0,2,1,2,0,2,1,1,2,2,0,2,1,1,0,0,0,1,2,0,0,1,,0,2,2,6,0,2,1,1,1,0,2,0,0,0,1,0,0,0,3,0,0,0,1,1,1,0,0,0,1,100114,5,2,2,2,1,2,0.693,0,97
44,1,4968,1,26063,00000,3,MI,1,R,2,2,1,2,MI,26063,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,12,0,0,0,0,"LAID BACK, EASYGOING,",2,3,2,2,2,3,2,2,2,2,2,1,0,0,2,2,2,1,1,0,1,1,0,81,1,0,0,,0,0,,0,,2,2,3,9,3,0,0,0,0,9,9,1,1,2,0,0,0,0,0,2,2,1,1,3,2,,0,0,0,0,2,1,2,0,0,0,1,4,1,3,2,2,1,0,2,1,2,0,2,2,1,2,2,3,2,5,2,0,2,2,1,1,2,2,0,1,1,0,0,0,1,1,0,0,1,,0,2,2,3,0,1,1,1,2,0,4,0,0,0,1,0,0,3,0,0,0,0,1,2,1,0,0,0,1,100114,5,2,1,1,1,1,0.624,2,97
45,1,4968,1,34025,35620,2,NJ,0,S,1,1,4,1,NJ,34025,4,1,0,0,0,0,0,0,0,0,0,0,2,3,2,1,2,2,0,0,0,0,0,0,,2,3,2,3,1,3,4,2,2,1,1,2,2,2,2,2,1,1,2,0,1,2,9,57,6,5,0,,2,0,,0,,2,3,3,2,3,2,0,2,1,1,2,2,1,1,6,0,2,1,2,2,2,1,1,3,4,,0,0,0,0,9,0,2,0,0,0,1,3,9,1,1,2,2,2,1,1,2,2,1,2,2,2,0,0,2,1,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,2,0,0,5,,0,0,5,10,0,1,1,1,3,1,3,0,0,0,1,0,0,0,2,0,0,0,2,2,1,0,0,0,1,100114,5,2,2,2,1,2,1.266,0,64
46,1,4968,1,36005,35620,2,NY,0,U,1,1,5,1,NY,36005,5,1,0,0,0,0,0,0,0,0,0,0,2,3,2,1,2,2,0,0,0,0,0,0,,1,2,3,2,1,2,4,1,2,2,2,2,0,0,2,2,2,2,0,1,5,2,2,34,1,5,0,,2,0,,0,,2,1,3,3,3,0,0,0,0,4,4,4,2,0,0,0,0,0,0,2,2,1,2,2,0,,2,3,2,2,0,0,1,1,2,2,9,3,2,1,1,1,2,0,2,2,2,0,0,0,2,2,0,0,2,4,2,0,1,1,5,2,1,0,1,4,4,0,0,0,3,3,2,0,1,,0,2,2,1,2,2,2,0,3,2,4,3,0,0,2,0,2,0,0,0,0,0,2,1,4,0,0,0,2,100124,1,1,1,1,2,2,2.016,0,45
48,1,4968,1,21153,00000,6,KY,0,R,3,3,1,3,KY,21153,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,32,38,0,0,0,"less drugs available, the music of my generation is more meaningful, not just about infidelity, cheating and lying",2,1,1,1,1,4,4,1,1,1,1,2,2,2,2,2,2,1,2,0,1,2,2,49,7,5,0,,2,0,,0,,2,2,2,2,2,2,0,2,2,1,2,1,1,1,0,0,2,2,2,2,2,2,2,1,0,,2,1,1,0,0,0,1,2,4,1,1,4,1,1,1,2,1,2,2,2,2,2,1,1,2,2,0,0,2,1,2,0,2,1,1,2,2,0,2,1,1,0,0,0,1,2,0,0,1,,0,1,2,6,0,1,1,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,2,2,2,0,0,0,1,100114,5,2,2,2,1,2,1.017,0,64
49,1,4968,1,39009,00000,3,OH,1,R,2,2,2,2,OH,39009,2,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,0,0,0,0,0,0,,2,3,1,3,1,1,4,3,2,1,1,2,2,2,2,2,2,1,1,0,2,2,2,42,5,5,0,,2,0,,0,,3,3,3,3,3,2,0,2,2,1,2,2,1,1,20,0,2,2,2,2,2,1,2,1,0,,2,1,1,0,0,0,1,2,4,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,0,0,2,1,2,0,1,1,1,1,2,2,0,1,1,0,0,0,1,4,1,0,2,,0,2,3,7,0,1,1,1,2,0,3,0,0,0,1,0,0,0,2,0,0,0,2,2,4,0,0,0,1,100114,5,2,3,2,1,2,1.941,0,45
50,1,4968,1,42071,29540,2,PA,1,S,1,1,3,1,PA,42071,3,1,0,0,0,0,0,0,0,0,0,0,1,3,2,1,9,2,0,0,0,0,0,0,,1,2,2,2,9,1,4,1,3,2,2,2,0,0,2,1,1,2,0,9,4,9,0,68,2,0,0,,0,0,,0,,9,9,9,1,9,0,0,0,0,1,2,1,2,0,0,0,0,0,0,2,2,2,1,3,2,,0,0,0,0,1,0,2,0,0,0,1,9,2,2,2,2,2,0,2,2,2,0,0,0,2,2,0,0,2,6,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,1,0,0,1,,0,2,3,2,0,1,2,0,4,1,2,0,0,0,2,0,0,0,0,0,0,0,1,1,4,0,0,0,1,100114,5,1,1,1,2,2,1.708,0,97
51,1,4968,1,34027,35620,2,NJ,1,S,1,1,4,1,NJ,34027,4,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,9,1,1,16,0,0,0,0,WE HAD MORE SENSE OF PERSONAL RESPONSIBILITY,2,3,2,1,1,3,2,2,2,1,1,2,2,2,1,2,2,1,9,0,1,2,1,99,6,0,0,,0,0,,0,,2,2,2,3,3,2,0,2,1,9,2,2,1,2,0,0,2,1,2,2,2,1,1,3,2,,0,0,0,0,1,0,2,0,0,0,9,4,1,1,1,2,2,2,2,1,2,0,2,1,2,2,0,0,2,5,2,0,2,1,1,2,2,0,2,1,1,0,0,0,1,2,0,0,2,,0,2,1,10,0,1,1,1,3,1,3,0,0,0,9,0,0,0,2,0,0,0,1,2,1,0,0,0,1,100114,5,2,2,2,1,2,0.465,0,0
52,1,4968,1,42081,48700,2,PA,1,S,1,1,2,1,PA,42081,2,1,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,1,1,29,0,0,0,0,CREATIVE  as in computers  electronics,1,2,2,3,2,3,4,2,2,1,1,2,2,2,2,1,2,2,0,2,4,2,1,32,6,5,0,,1,5,,0,,3,3,3,1,3,2,0,2,1,1,2,1,1,1,0,0,2,1,1,2,1,1,1,1,0,,2,2,1,0,0,0,1,1,1,3,2,2,2,3,1,2,2,2,2,1,2,2,1,1,2,2,0,0,2,1,2,0,1,1,1,1,2,2,0,1,1,0,0,0,1,4,2,0,9,,0,0,4,7,2,1,1,1,3,9,3,0,0,0,1,0,0,0,2,0,0,0,1,2,1,0,0,0,1,100114,5,2,2,2,1,2,2.313,0,45
53,1,4968,1,34025,35620,2,NJ,1,S,1,1,4,1,NJ,34025,4,1,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,1,1,38,0,0,0,0,less sense of social interaction,1,3,1,3,2,2,4,2,2,1,1,1,1,1,2,1,1,1,1,0,1,2,2,38,6,5,0,,1,5,,0,,2,1,3,2,1,1,3,1,1,2,1,2,1,1,0,0,1,1,1,2,2,1,2,1,0,,2,1,2,1,0,0,1,1,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,0,0,2,1,1,1,2,1,1,2,2,0,2,1,1,0,0,0,1,2,0,0,1,,0,2,5,8,2,1,1,1,3,2,3,0,0,0,1,0,0,0,2,0,0,0,1,2,2,0,0,0,1,100114,5,2,2,2,1,2,2.49,0,45
54,1,4968,1,36027,39100,2,NY,1,S,1,1,3,1,NY,36027,3,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,44,0,0,0,0,"we had jobs, we had money; kids today can't find jobs that we had -- all those jobs are now in other countries.",1,2,2,2,2,2,4,2,2,2,2,2,0,0,2,2,2,2,0,3,1,2,2,80,3,0,0,,0,0,,0,,2,3,9,1,2,0,0,0,0,2,2,1,1,2,0,0,0,0,0,2,2,2,9,3,2,,0,0,0,0,2,2,1,0,0,0,9,2,2,3,1,1,2,0,2,1,2,0,2,2,2,2,0,0,2,1,2,0,2,2,1,2,2,0,2,1,1,0,0,0,1,2,0,0,2,,0,2,1,2,0,1,1,1,3,2,5,0,0,0,1,0,0,0,3,0,0,0,1,2,1,0,0,0,1,100114,5,2,2,2,1,2,1.324,0,97
56,1,4968,2,28001,00000,6,MS,1,R,3,3,1,3,MS,28001,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,0,0,0,0,0,0,,2,3,1,1,1,3,4,2,1,1,2,2,2,2,1,1,1,1,2,0,1,1,0,63,3,5,0,,2,0,,0,,2,2,2,3,2,2,0,2,2,2,1,2,1,2,0,0,2,2,2,2,2,1,1,3,2,,0,0,0,0,1,0,2,0,0,0,9,4,2,1,2,2,1,2,2,2,2,0,1,2,2,2,0,0,2,1,2,0,2,2,4,2,2,0,2,1,1,0,0,0,1,2,0,0,1,,0,1,2,5,0,1,1,1,3,1,2,0,0,0,1,0,0,0,3,0,0,0,1,2,1,0,0,0,1,100114,5,2,2,2,1,2,1.354,0,64
57,1,4968,2,22089,35380,7,LA,1,S,3,3,2,3,LA,22089,2,1,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,2,0,0,0,0,0,0,,1,4,4,4,1,3,4,3,1,1,1,2,2,1,1,2,2,1,2,0,1,2,1,50,5,5,0,,9,0,,0,,1,1,1,1,3,2,0,2,2,1,2,1,1,1,0,0,2,2,2,2,2,1,2,3,5,<5:(VOL) Other reason (SPECIFY)>:taking care of grandmither,0,0,0,0,2,2,1,0,0,0,1,1,2,3,2,1,2,2,1,1,2,2,1,2,2,2,0,0,2,2,0,0,2,2,1,1,2,2,0,1,1,0,0,0,1,5,1,0,2,,0,2,5,5,0,2,1,1,2,0,2,0,0,0,1,0,0,0,2,0,0,0,1,2,1,0,0,0,1,100114,5,2,4,2,1,2,1.466,0,64
58,1,4968,4,06037,31100,9,CA,0,S,4,4,5,4,CA,06037,5,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,0,0,0,0,0,0,,2,3,3,2,1,3,4,3,2,1,1,2,2,2,1,1,2,1,2,0,2,2,9,46,5,3,4,,0,0,,0,,2,2,2,2,3,2,0,2,2,2,2,1,1,1,0,0,2,1,2,2,1,1,2,3,4,,0,0,0,0,2,1,2,0,0,0,1,3,1,1,1,1,2,2,2,2,2,1,1,1,2,2,0,0,2,3,2,0,2,2,5,1,1,1,0,1,1,0,0,0,3,2,0,0,2,,0,2,2,8,0,2,1,1,1,0,2,3,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,1,100114,5,3,2,2,1,2,3.381,0,64
59,1,4968,4,06059,31100,9,CA,1,U,4,4,5,4,CA,06059,5,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,0,0,0,0,0,0,,1,4,1,3,1,3,4,3,2,2,2,2,0,0,2,2,2,1,1,0,1,9,0,86,3,0,0,,0,0,,0,,2,2,2,2,3,0,0,0,0,1,2,1,2,0,0,0,0,0,0,2,2,1,1,3,2,,0,0,0,0,2,9,2,0,0,0,2,4,1,3,1,2,2,0,2,1,2,0,0,0,2,2,0,0,2,5,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,1,0,0,2,,0,2,4,10,0,1,1,1,2,0,3,0,0,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,1,100114,5,1,1,1,2,2,1.747,0,97
60,1,4968,4,53057,34580,9,WA,1,U,4,4,1,4,WA,53057,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,1,1,27,29,0,0,0,having survived a multiple changes and new technologies.,1,3,3,3,1,3,3,3,2,1,1,2,1,1,1,1,1,1,1,0,2,1,0,65,7,0,0,,0,0,,0,,1,1,3,3,1,1,5,2,1,4,4,4,1,2,0,0,2,1,2,2,2,1,2,2,0,,3,1,2,1,0,0,2,1,3,2,2,2,2,1,1,1,2,2,1,1,1,0,1,2,2,2,0,0,2,3,1,0,2,1,1,1,2,2,0,1,1,0,0,0,1,1,0,0,11,<11:(VOL) Something else {SPECIFY}>:spiritual,2,0,5,4,0,1,1,1,2,0,3,0,0,0,1,0,0,3,0,0,0,0,1,2,1,0,0,0,1,100114,5,2,1,1,1,1,0.316,0,97
61,1,4968,4,06085,41940,9,CA,1,S,4,4,4,4,CA,06085,4,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,0,0,0,0,0,0,,1,3,1,2,4,4,4,1,4,1,1,2,2,2,2,2,1,2,0,1,4,1,0,30,7,5,0,,1,7,<7:(VOL) Other (SPECIFY)>:MBA,0,,2,3,3,1,1,1,3,1,1,2,2,2,1,1,15,0,2,1,1,2,1,2,1,1,0,,2,1,2,1,0,0,1,2,1,4,2,9,1,2,1,1,2,2,1,1,1,1,1,1,2,2,0,0,2,1,1,1,2,1,1,2,2,0,2,4,4,0,0,0,4,2,0,0,1,,0,2,4,7,2,1,2,0,3,2,4,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,1,100114,5,3,2,2,1,2,3.345,0,45
62,1,4968,4,06037,31100,9,CA,0,U,4,4,5,4,CA,06037,5,1,0,0,0,0,0,0,0,0,0,0,2,2,9,1,2,2,0,0,0,0,0,0,,2,2,2,4,2,2,4,1,2,1,1,2,2,2,2,2,2,2,0,9,5,9,0,32,3,5,0,,1,4,,0,,2,2,1,2,3,2,0,2,2,4,4,4,1,2,0,0,2,2,2,2,2,1,2,1,0,,2,3,2,2,0,0,3,1,4,1,1,4,2,3,1,2,2,2,2,2,2,0,1,2,2,2,0,0,2,1,2,0,1,1,1,2,2,0,2,1,1,0,0,0,1,4,2,0,1,,0,9,4,6,2,2,2,0,3,9,4,0,0,0,1,0,0,0,3,0,0,0,1,2,1,0,0,0,1,100114,5,2,2,2,1,2,3.66,0,45
63,1,4968,1,13151,12060,5,GA,1,S,3,3,3,3,GA,13151,3,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,,2,3,1,1,1,3,4,1,1,1,1,2,1,2,1,2,1,1,2,0,1,1,0,51,3,5,0,,2,0,,0,,2,2,2,1,3,2,0,2,2,1,2,1,1,1,3,0,2,1,2,2,2,1,1,3,2,,0,0,0,0,2,2,1,0,0,0,2,4,2,2,1,2,1,2,2,2,2,2,1,1,1,2,3,2,2,1,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,7,2,0,1,,0,1,4,6,0,1,1,1,1,0,3,0,0,0,1,0,0,0,3,0,0,0,1,2,1,0,0,0,1,100115,6,2,5,2,1,2,2.066,3,64
64,1,4968,1,12011,33100,5,FL,1,U,3,3,4,3,FL,12011,4,1,0,0,0,0,0,0,0,0,0,0,1,2,2,9,1,1,1,2,0,0,0,0,hard at working,1,3,2,2,2,2,4,2,2,2,2,2,0,0,1,2,2,1,2,0,1,2,9,75,2,0,0,,0,0,,0,,2,3,2,2,3,0,0,0,0,2,2,1,1,2,0,0,0,0,0,2,2,1,1,3,2,,0,0,0,0,1,0,1,0,0,0,1,3,2,3,1,1,1,0,2,1,2,0,2,2,2,2,0,0,2,5,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,2,0,0,2,,0,1,4,5,0,1,2,0,3,9,3,0,0,0,2,0,0,0,2,0,0,0,1,2,1,0,0,0,1,100119,3,2,2,2,1,2,1.99,0,97
65,1,4968,1,26045,29620,3,MI,1,S,2,2,2,2,MI,26045,2,1,0,0,0,0,0,0,0,0,0,0,2,1,9,1,1,2,0,0,0,0,0,0,,2,2,2,2,2,3,4,9,9,2,2,1,0,0,2,2,2,1,3,0,1,9,0,81,3,0,0,,0,0,,0,,2,2,2,9,1,0,0,0,0,9,9,9,1,2,0,0,0,0,0,2,2,1,1,3,2,,0,0,0,0,1,0,9,0,0,0,9,3,1,1,1,2,2,0,1,2,2,0,2,2,2,2,0,0,2,5,2,0,2,2,2,2,2,0,2,1,1,0,0,0,1,1,0,0,1,,0,2,1,10,0,1,1,1,1,0,9,0,0,0,1,0,0,3,0,0,0,0,1,2,1,0,0,0,1,100115,6,2,1,1,1,1,0.603,0,97
66,1,4968,1,36059,35620,2,NY,0,S,1,1,5,1,NY,36059,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,1,1,10,25,0,0,0,We were the generation that grew up with Vietnam and the generation of change,2,2,1,4,1,2,4,2,1,1,1,2,1,2,1,2,2,1,1,0,1,2,1,58,7,5,0,,1,5,,0,,2,3,2,1,3,1,5,2,1,1,2,1,1,1,20,0,2,1,2,1,2,2,1,1,0,,1,1,1,0,0,0,2,2,3,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,0,0,2,1,1,1,2,1,1,1,2,2,0,1,1,0,0,0,1,5,0,0,5,,0,0,3,9,0,1,1,1,3,9,3,0,0,0,1,0,0,0,3,0,0,0,1,2,1,0,0,0,1,100115,6,2,5,2,1,2,1.545,0,64
67,1,4968,1,39041,18140,3,OH,0,S,2,2,2,2,OH,39041,2,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,2,0,0,0,0,DFIFFERENT WORK ETHIC (ELAB) IT WAS STRONGER IN MY GENERATION,1,2,2,2,1,2,4,2,1,1,1,1,2,2,1,1,1,2,0,1,6,1,0,44,7,5,0,,2,0,,0,,3,3,3,3,1,2,0,2,1,2,1,1,1,1,5,0,2,1,2,2,1,1,1,1,0,,3,1,1,0,0,0,1,2,3,3,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,0,0,2,1,1,1,1,1,1,2,2,0,2,4,4,0,0,0,4,4,2,0,4,,0,2,3,8,0,1,2,0,2,0,4,0,0,0,1,0,0,0,2,0,0,0,1,2,1,0,0,0,1,100115,6,2,2,2,1,2,0.923,0,45
68,1,4968,1,39093,17460,3,OH,0,S,2,2,3,2,OH,39093,3,1,0,0,0,0,0,0,0,0,0,0,2,9,2,2,2,1,9,0,0,0,0,0,,2,2,1,3,1,2,4,3,3,2,2,2,0,0,2,1,1,1,9,0,1,9,0,99,3,0,0,,0,0,,0,,2,9,9,3,9,0,0,0,0,9,1,4,2,0,0,0,0,0,0,2,1,1,1,3,2,,0,0,0,0,1,0,1,0,0,0,1,9,9,3,1,2,2,0,2,1,1,0,0,0,2,2,0,0,2,5,2,0,2,2,4,1,2,2,0,1,1,0,0,0,1,2,0,0,2,,0,2,4,10,0,1,1,1,3,9,4,0,0,0,1,0,1,0,3,0,0,0,1,2,1,0,0,0,1,100115,6,2,2,2,1,2,0.478,0,0
70,1,4968,1,13135,12060,5,GA,1,S,3,3,4,3,GA,13013,2,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,9,1,1,3,0,0,0,0,honest,2,4,1,9,1,3,4,1,3,1,1,1,1,1,2,2,1,1,4,0,1,1,0,75,7,0,0,,0,0,,0,,2,2,2,3,3,2,0,2,2,1,4,1,1,2,0,0,2,1,2,2,1,1,2,3,2,,0,0,0,0,1,0,1,0,0,0,9,3,1,1,1,1,2,2,2,2,1,0,2,1,2,2,0,0,2,5,2,0,2,1,1,2,2,0,2,1,1,0,0,0,1,99,0,0,13,,0,1,1,10,0,1,1,1,3,9,1,0,0,0,9,0,0,0,2,0,0,0,2,2,1,0,0,0,1,100115,6,2,1,2,1,2,0.94,0,97
71,1,4968,1,39035,17460,3,OH,0,S,2,2,5,2,OH,39035,5,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,26,0,0,0,0,I'm a baby boomer that's unique in itself,1,3,1,1,1,1,4,1,1,1,1,2,2,2,1,2,2,1,1,0,1,1,0,57,5,5,0,,1,5,,0,,2,3,3,1,3,2,0,2,1,2,1,1,1,1,0,0,2,1,2,2,2,1,2,1,0,,3,3,2,1,0,0,2,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,2,0,0,2,5,1,0,1,1,1,2,2,0,2,2,2,0,0,0,2,1,0,0,1,,0,1,2,4,0,1,1,1,2,0,4,0,0,0,1,0,0,1,0,0,0,0,2,2,2,0,0,0,1,100115,6,3,1,1,1,1,0.737,0,64
72,1,4968,1,33011,31700,1,NH,0,U,1,1,3,1,NH,33011,3,1,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,2,0,0,0,0,0,0,,1,4,2,4,2,3,3,2,1,1,1,2,2,2,2,2,2,2,0,9,4,2,1,55,3,5,0,,1,1,,0,,3,3,3,1,3,2,0,2,2,1,1,1,1,2,0,0,2,1,2,1,2,1,2,3,4,,0,0,0,0,2,2,1,0,0,0,1,2,2,3,2,2,2,2,2,2,2,0,2,1,2,2,0,0,2,5,2,0,2,2,2,2,2,0,2,1,1,0,0,0,1,2,0,0,12,,0,0,5,2,0,2,2,0,3,9,5,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,1,100115,6,3,2,2,1,2,1.493,0,64
73,1,4968,1,12115,35840,5,FL,0,S,3,3,3,3,FL,12115,3,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,3,0,0,0,0,we're more honerable and trustworthy,2,3,1,1,1,3,4,1,2,1,1,1,1,1,1,1,1,1,2,0,1,1,0,63,5,5,0,,1,3,,0,,3,2,2,3,3,2,0,2,1,1,2,4,1,1,6,0,2,1,1,2,2,1,1,3,2,,0,0,0,0,1,0,2,0,0,0,1,4,1,1,1,2,1,2,2,2,2,2,1,1,2,2,0,0,2,3,1,0,2,1,1,1,2,2,0,1,1,0,0,0,1,2,0,0,1,,0,1,1,6,0,1,1,1,1,0,2,0,0,0,1,0,0,0,2,0,0,0,1,2,1,0,0,0,1,100115,6,2,2,2,1,2,0.953,0,64
74,1,4968,1,36089,00000,2,NY,1,R,1,1,1,1,NY,36089,1,1,0,0,0,0,0,0,0,0,0,0,2,3,2,1,2,2,0,0,0,0,0,0,,1,4,4,3,2,3,4,3,4,1,1,2,2,2,2,2,2,2,0,1,5,2,2,58,5,5,0,,2,0,,0,,3,3,3,3,3,1,3,2,2,2,1,2,1,2,0,0,2,1,2,2,1,1,1,3,3,,0,0,0,0,2,2,1,0,0,0,2,2,2,2,1,2,1,2,2,1,2,0,1,1,1,2,1,2,2,4,1,0,2,2,3,2,2,0,2,1,1,0,0,0,1,1,0,0,12,,0,0,4,5,0,1,2,0,4,2,5,0,0,0,1,0,0,3,0,0,0,0,1,2,1,0,0,0,1,100115,6,2,1,1,1,1,0.515,1,64
75,1,4968,1,23019,12620,1,ME,1,S,1,1,1,1,ME,23019,1,1,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,1,1,16,0,0,0,0,Our generation was reliable,2,2,2,2,2,3,4,2,1,1,1,1,2,2,2,2,1,2,0,4,2,2,1,61,3,5,0,,2,0,,0,,3,3,3,2,3,2,0,2,2,2,1,1,2,0,0,0,2,2,2,2,2,1,1,3,2,,0,0,0,0,2,2,2,0,0,0,1,3,2,3,1,2,2,2,2,1,2,0,0,0,1,2,1,1,2,3,2,0,2,1,1,2,2,0,2,4,4,0,0,0,4,1,0,0,1,,0,1,5,2,0,1,2,0,3,9,2,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,1,100115,6,1,1,1,2,2,0.873,1,64
76,1,4968,1,37013,00000,5,NC,1,R,3,3,1,3,NC,37013,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,1,1,0,0,0,0,CHURCH - MORE PEOPLE ATTENDING CHURCH;,1,4,2,1,2,3,4,1,4,1,1,2,2,2,2,2,2,1,3,0,4,1,0,34,5,3,3,,0,0,,0,,3,3,3,3,3,2,0,2,2,1,2,1,1,1,15,0,2,1,2,2,2,1,1,2,0,,2,2,2,2,0,0,1,2,4,2,9,9,2,1,1,2,2,2,2,1,1,2,1,2,2,2,0,0,2,4,2,0,1,4,4,1,2,2,0,2,2,0,0,0,2,4,3,0,13,,0,2,3,2,2,2,1,1,3,9,2,0,0,0,3,0,0,0,1,0,0,0,2,2,1,0,0,0,1,100115,6,3,1,1,1,1,0.677,0,45
